code,name,eligible_common_stock,old_category,new_category,old_final_score,new_final_score,category_changed,final_score_changed,chip_bonus_v1,capital_flow_score_v2_shadow,v1_rank,v2_rank,rank_change,v1_percentile,v2_percentile,case,movement_reason,flow_price_quadrant,foreign_flow_ratio_5d,trust_flow_ratio_5d,foreign_flow_percentile,trust_flow_percentile,rs20,rs20_percentile,flow_identity_score,flow_intensity_score,flow_persistence_score,flow_momentum_score,flow_price_confirmation_score,flow_relative_score,current_research_rank,shadow_rank_v2,shadow_rank_change
00401A,主動摩根台灣鑫收,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0050,元大台灣50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0051,元大中型100,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0052,富邦科技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0053,元大電子,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0055,元大MSCI金融,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0056,元大高股息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0057,富邦摩台,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
0061,元大寶滬深,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
006205,富邦上証,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
006206,元大上證50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00632R,元大台灣50反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00634R,富邦上証反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00635U,期元大S&P黃金,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00636,國泰中國A50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00643,群益深証中小,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00645,富邦日本,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00646,元大S&P500,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00647L,元大S&P500正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00650L,復華香港正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00651R,復華香港反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00652,富邦印度,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00653L,富邦印度正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00655L,國泰中國A50正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00664R,國泰臺灣加權反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00665L,富邦恒生國企正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00668,國泰美國道瓊,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00671R,富邦NASDAQ反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00673R,期元大S&P原油反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00674R,期元大S&P黃金反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00676R,富邦臺灣加權反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00678,群益那斯達克生技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00679B,元大美債20年,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00680L,元大美債20正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00681R,元大美債20反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00686R,群益臺灣加權反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00687B,國泰20年美債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00688L,國泰20年美債正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00689R,國泰20年美債反1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00694B,富邦美債1-3,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00695B,富邦美債7-10,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00696B,富邦美債20年,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00697B,元大美債7-10,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00700,富邦恒生國企,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00708L,期元大S&P黃金正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00709,富邦歐洲,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00710B,復華彭博非投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00712,復華富時不動產,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00714,群益道瓊美國地產,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00717,富邦美國特別股,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00719B,元大美債1-3,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00720B,元大投資級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00722B,群益投資級電信債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00724B,群益投資級金融債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00725B,國泰投資級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00726B,國泰新興投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00737,國泰AI機器人,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00738U,期元大道瓊白銀,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00740B,富邦全球投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00741B,富邦全球非投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00746B,富邦A級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00751B,元大AAA至A公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00752,中信中國50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00753L,中信中國50正2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00756B,群益投等新興公債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00757,統一FANG+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00761B,國泰A級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00764B,群益25年美債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00768B,復華20年美債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00772B,中信高評級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00773B,中信優先金融債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00780B,國泰A級金融債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00789B,復華公司債A3,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00795B,中信美國公債20年,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00799B,國泰A級醫療債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00844B,台新15年IG金融債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00849B,中信EM主權債0-5,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00851,台新全球AI,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00853B,統一美債10年Aa-A,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00857B,永豐20年美公債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00858,永豐美國500大,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00859B,群益0-1年美債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00862B,中信投資級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00863B,中信全球電信債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00864B,中信美國公債0-1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00875,國泰網路資安,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00882,中信中國高股息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00885,富邦越南,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00890B,凱基ESG BBB債15+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00894,中信小資高價30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00895,富邦未來車,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00897,富邦基因免疫生技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00898,國泰基因免疫革命,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00899,FT潔淨能源,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00900,富邦特選高股息30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00901,永豐智能車供應鏈,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00902,中信電池及儲能,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00903,富邦元宇宙,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00904,台新臺灣半導體30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00910,第一金太空衛星,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00912,中信臺灣智慧50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00915,凱基優選高股息30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00916,國泰全球品牌50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00917,中信特選金融,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00918,大華優利高填息30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00924,復華S&P500成長,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00928,中信上櫃ESG30,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00931B,統一美債20年,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00933B,國泰10Y+金融債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00937B,群益ESG投等債20+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00942B,台新美A公司債20+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00944,野村趨勢動能高息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00945B,凱基美國非投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00948B,中信優息投資級債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00949,復華日本龍頭,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00950B,凱基A級公司債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00955,中信日本商社,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00956,中信日經高股息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00957B,兆豐US優選投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00958B,永豐ESG銀行債15+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00959B,大華投等美債15Y+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00960,野村全球航運龍頭,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00965,元大航太防衛科技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00970B,台新BBB投等債20+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009800,中信NASDAQ,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009801,中信美國創新科技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009805,台新美國電力基建,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00980D,主動聯博投等入息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00980T,平衡凱基美國TOP,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009810,玉山全球藍籌100,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009811,統一美國50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009813,貝萊德標普卓越50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009814,富邦標普500,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009815,大華美國MAG7+,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009817,國泰日本不動產,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009818,華南永昌NASDAQxT,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009819,中信數據及電力,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00981B,第一金優選非投債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00981D,主動中信非投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00981T,平衡凱基雙核收息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009821,野村稀土關鍵資源,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
009823,群益S&P500,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00982D,主動富邦動態入息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00983A,主動中信ARK創新,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00983D,主動富邦複合收益,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00984B,大華優利美A債15,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00985A,主動野村台灣50,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00986A,主動台新龍頭成長,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00986D,主動復華金融債息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00987A,主動台新優勢成長,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00988B,玉山嚴選非投債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00989A,主動摩根美國科技,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00990B,國泰收益非投等債,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00993A,主動安聯台灣,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00995A,主動中信台灣卓越,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00997A,主動群益美國增長,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
00998A,主動復華金融股息,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
01001T,土銀富邦R1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
01007T,兆豐國泰R2,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
01009T,王道圓滿R1,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
020028,元大特選電動車N,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1101,台泥,True,high_priority_watch,high_priority_watch,58,58,False,False,14.0,71.56,14.0,22.0,-8.0,97.78357235984355,97.26205997392438,B_V1_strong_V2_weak,V1連買訊號高（外資4日／投信0日）；近期flow已轉負,Q1,0.10154263935207242,1.86830330035778e-05,74.32,88.79,8.435317143085042,91.4,9.0,12.5,7.0,1.75,25.0,16.31,27.0,8.0,19.0
1102,亞泥,True,excluded,excluded,0,0,False,False,2.0,11.5,437.0,462.0,-25.0,41.19947848761408,39.70013037809648,,V1連買訊號高（外資4日／投信0日）；實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P46、投信P2）；價格未確認（Q4、RS20 -4.59）,Q4,-0.0044936296296296295,-0.05033051851851852,45.5,2.09,-4.591900352353617,37.68,0.0,0.0,7.5,4.0,0.0,0.0,,,
1103,嘉泥,True,excluded,excluded,0,0,False,False,0.0,5.5,468.0,699.0,-231.0,19.621903520208605,7.496740547588006,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P2、投信P52）；價格未確認（Q4、RS20 -1.59）,Q4,-0.34703914835164834,0.0,2.48,51.76,-1.587533632468674,50.52,0.0,0.0,1.5,4.0,0.0,0.0,,,
1104,環泥,True,excluded,excluded,0,0,False,False,0.0,7.5,469.0,520.0,-51.0,19.621903520208605,29.85658409387223,,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P4、投信P52）；價格未確認（Q4、RS20 -0.67）,Q4,-0.303102104173853,0.0,3.91,51.76,-0.6650244073764244,56.98,0.0,0.0,3.5,4.0,0.0,0.0,,,
1108,幸福,True,excluded,excluded,0,0,False,False,5.0,36.82,151.0,282.0,-131.0,64.27640156453715,63.363754889178615,,全市場flow percentile偏低（外資P63、投信P52）；價格未確認（Q2、RS20 -10.36）,Q2,0.05908488458674609,0.0,63.23,51.76,-10.359819157521722,20.47,3.5,12.5,3.5,6.0,5.0,6.32,,,
1109,信大,True,excluded,excluded,0,0,False,False,0.0,7.0,470.0,559.0,-89.0,19.621903520208605,23.598435462842243,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P8、投信P52）；價格未確認（Q4、RS20 -6.51）,Q4,-0.21455737704918032,0.0,7.56,51.76,-6.513040225418553,31.55,0.0,0.0,2.5,4.5,0.0,0.0,,,
1110,東泥,True,excluded,excluded,0,0,False,False,0.0,7.5,471.0,521.0,-50.0,19.621903520208605,29.85658409387223,,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P34、投信P52）,Q3,-0.04080300065231572,0.0,34.16,51.76,4.817148248745051,85.01,0.0,0.0,3.5,4.0,0.0,0.0,,,
1201,味全,True,excluded,excluded,0,0,False,False,0.0,6.0,472.0,667.0,-195.0,19.621903520208605,11.147327249022164,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P1、投信P52）；價格未確認（Q4、RS20 -2.19）,Q4,-0.43589111747851,0.0,1.17,51.76,-2.1917587982262954,46.68,0.0,0.0,1.5,4.5,0.0,0.0,,,
1203,味王,True,excluded,excluded,0,0,False,False,5.0,39.45,152.0,209.0,-57.0,64.27640156453715,72.81616688396349,,價格未確認（Q2、RS20 +8.70）,Q2,0.1746987951807229,0.0,84.49,51.76,8.696775745047514,91.79,3.5,12.5,4.0,6.0,5.0,8.45,,,
1210,大成,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1213,大飲,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1215,卜蜂,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1216,統一,True,other_watch,other_watch,59,59,False,False,7.0,42.71,45.0,171.0,-126.0,88.33116036505866,77.83572359843546,,V1連買訊號高（外資10日／投信0日）；價格未確認（Q2、RS20 -2.83）；近期flow正在減速,Q2,0.5277813430113102,-0.02733452387810358,99.61,3.65,-2.826163853165775,44.33,3.5,12.5,6.5,5.25,5.0,9.96,,,
1217,愛之味,True,excluded,excluded,0,0,False,False,0.0,6.5,473.0,616.0,-143.0,19.621903520208605,16.558018252933508,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P13、投信P52）；價格未確認（Q4、RS20 -0.60）,Q4,-0.14912940670679278,0.0,13.04,51.76,-0.6045078022103634,57.37,0.0,0.0,2.0,4.5,0.0,0.0,,,
1218,泰山,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1219,福壽,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1220,台榮,True,excluded,excluded,0,0,False,False,0.0,6.5,474.0,617.0,-143.0,19.621903520208605,16.558018252933508,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P30、投信P52）；價格未確認（Q4、RS20 -1.62）,Q4,-0.059935211267605634,0.0,30.25,51.76,-1.6245951384548984,50.2,0.0,0.0,2.5,4.0,0.0,0.0,,,
1225,福懋油,True,excluded,excluded,0,0,False,False,0.0,7.0,475.0,560.0,-85.0,19.621903520208605,23.598435462842243,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P24、投信P52）；價格未確認（Q4、RS20 -4.31）,Q4,-0.08241053677932406,0.0,24.25,51.76,-4.30753810524066,38.46,0.0,0.0,3.0,4.0,0.0,0.0,,,
1227,佳格,True,excluded,excluded,0,0,False,False,0.0,9.0,476.0,480.0,-4.0,19.621903520208605,37.222946544980445,,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P12、投信P52）；價格未確認（Q4、RS20 -1.99）,Q4,-0.15942573546998326,0.0,11.86,51.76,-1.9945410248017326,47.59,0.0,0.0,5.0,4.0,0.0,0.0,,,
1229,聯華,True,excluded,excluded,0,0,False,False,4.0,23.46,400.0,421.0,-21.0,47.84876140808344,45.241199478487616,,V1連買訊號高（外資3日／投信1日）；實際介入強度低（強度分 5.8/25）；全市場flow percentile偏低（外資P54、投信P3）；近期flow正在減速,Q3,0.02320415988844992,-0.037488496397861955,54.11,2.74,1.988048029055156,73.27,3.5,5.8,6.0,2.75,0.0,5.41,,,
1231,聯華食,False,excluded,excluded,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,
1232,大統益,True,excluded,excluded,0,0,False,False,0.0,6.0,477.0,668.0,-191.0,19.621903520208605,11.147327249022164,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P17、投信P52）,Q3,-0.1189032006245121,0.0,17.47,51.76,4.306750475935328,82.53,0.0,0.0,2.0,4.0,0.0,0.0,,,
1233,天仁,True,excluded,excluded,0,0,False,False,0.0,4.0,478.0,750.0,-272.0,19.621903520208605,1.7601043024771839,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P33、投信P52）；價格未確認（Q4、RS20 +1.71）,Q4,-0.04580152671755725,0.0,33.38,51.76,1.7072359700316286,71.84,0.0,0.0,2.0,2.0,0.0,0.0,,,
1234,黑松,True,excluded,excluded,0,0,False,False,0.0,7.0,479.0,561.0,-82.0,19.621903520208605,23.598435462842243,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P4、投信P52）；價格未確認（Q4、RS20 +1.45）,Q4,-0.30271084337349397,0.0,4.04,51.76,1.445942648240106,70.27,0.0,0.0,2.5,4.5,0.0,0.0,,,
1235,興泰,True,excluded,excluded,0,0,False,False,0.0,10.0,480.0,474.0,6.0,19.621903520208605,38.200782268578884,,連買天數不長，但V2不只依賴連買,Q4,-0.015625,0.0,41.59,51.76,2.806077156006903,77.84,0.0,0.0,4.0,6.0,0.0,0.0,,,
1236,宏亞,True,excluded,excluded,0,0,False,False,5.0,52.17,153.0,139.0,14.0,64.27640156453715,82.0078226857888,C_V1_weak_V2_strong,價格與RS同步確認（RS20 +10.65）；連買天數不長，但V2不只依賴連買,Q1,0.049473684210526316,0.0,60.5,51.76,10.652144558304666,93.87,3.5,12.37,2.5,2.75,25.0,6.05,,,
1240,茂生農經,True,excluded,excluded,0,0,False,False,5.0,33.04,154.0,339.0,-185.0,64.27640156453715,55.932203389830505,,價格未確認（Q2、RS20 -4.84）；近期flow已轉負,Q2,0.18181818181818182,0.0,85.4,51.76,-4.836411747321856,37.16,3.5,12.5,2.5,1.0,5.0,8.54,,,
1256,鮮活果汁-KY,True,excluded,excluded,0,0,False,False,5.0,30.04,155.0,370.0,-215.0,64.27640156453715,51.89048239895697,,全市場flow percentile偏低（外資P58、投信P52）；價格未確認（Q2、RS20 -6.30）；近期flow正在減速,Q2,0.039949074074074074,0.0,58.02,51.76,-6.296174468877025,32.2,3.5,9.99,3.0,2.75,5.0,5.8,,,
1259,安心,True,excluded,excluded,0,0,False,False,0.0,5.5,481.0,700.0,-219.0,19.621903520208605,7.496740547588006,D_V1_weak_V2_weak,實際介入強度低（強度分 0.0/25）；全市場flow percentile偏低（外資P28、投信P52）,Q3,-0.06896551724137931,0.0,28.42,51.76,6.3588139970976005,88.27,0.0,0.0,1.5,4.0,0.0,0.0,,,
