analysis_family,universe,factor,group,horizon,metric,sample_count,date_count,mean,median,std,positive_pct,bootstrap_ci_low,bootstrap_ci_high,ic_ir,notes
rank_ic,A_technical_eligible,V1_chip_bonus,all,3,daily_rank_ic,10,10,-0.045411538817437244,-0.032987255027672094,0.241246885118418,30.0,-0.1890882679082468,0.09288594621172297,-0.18823678819789372,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V1_chip_bonus,all,5,daily_rank_ic,8,8,-0.0009259120536170718,-0.03719133206557318,0.2013741085736314,37.5,-0.13398707831560747,0.1268168226276622,-0.004597969720017491,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V1_chip_bonus,all,10,daily_rank_ic,3,3,0.06165826039127187,0.06927075081082631,0.15678648660810296,66.66666666666666,-0.09879580598152692,0.21449983634451622,0.39326259376798406,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V1_chip_bonus,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V21_capital_flow,all,3,daily_rank_ic,10,10,-0.02658308681546495,-0.08755210306934445,0.26878811853507734,30.0,-0.17322384796832507,0.12519085555674822,-0.0988997838161355,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V21_capital_flow,all,5,daily_rank_ic,8,8,-0.0388136662303776,-0.09664224664224665,0.2620758110301867,37.5,-0.2023104573415261,0.12668273588257498,-0.14810091048771734,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V21_capital_flow,all,10,daily_rank_ic,3,3,0.10812235382052553,0.13008009874990434,0.153457834779333,66.66666666666666,-0.055131599118197226,0.24941856182986943,0.7045736959341417,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,V21_capital_flow,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,RS20_percentile,all,3,daily_rank_ic,10,10,-0.04548986110713139,-0.01517651979423322,0.12747648361891625,50.0,-0.12549362783548282,0.022143951004324678,-0.3568490423937387,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,RS20_percentile,all,5,daily_rank_ic,8,8,-0.0026331928887905927,-0.05033782743436339,0.22611933579180793,37.5,-0.14448195017417706,0.15053622262848457,-0.011645146929031402,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,RS20_percentile,all,10,daily_rank_ic,3,3,-0.006075472574200154,-0.0179427235534775,0.09415097937058328,33.33333333333333,-0.0937302180613347,0.09344652389221174,-0.06452904276530963,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,RS20_percentile,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,foreign_signed_strength,all,3,daily_rank_ic,10,10,-0.12549864745176748,-0.15810068349767303,0.2283414768273974,30.0,-0.24986229307839036,0.005241743125298909,-0.5496095111385809,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,foreign_signed_strength,all,5,daily_rank_ic,8,8,-0.1300533804119586,-0.18746819273198817,0.2936376627788383,37.5,-0.31741196103687425,0.056091650532323185,-0.44290428952879957,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,foreign_signed_strength,all,10,daily_rank_ic,3,3,0.09077930211960021,0.12443259662718127,0.14095765140409433,66.66666666666666,-0.06395909704804169,0.21186440677966104,0.6440182651692747,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,foreign_signed_strength,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,trust_signed_strength_active_only,all,3,daily_rank_ic,10,10,-0.025059997951484475,-0.016400804442717732,0.2644062670318265,50.0,-0.19266141275691764,0.11710801585494951,-0.09477838113598121,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,trust_signed_strength_active_only,all,5,daily_rank_ic,8,8,-0.030930230070101115,0.006295135070878772,0.29353897480413993,50.0,-0.25087249536456624,0.12920981419823743,-0.10537009639261331,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,trust_signed_strength_active_only,all,10,daily_rank_ic,3,3,-0.05546186122481972,-0.021763602251407135,0.10211129295284542,33.33333333333333,-0.17016310696417755,0.025541125541125545,-0.5431511013226694,Daily cross-sectional Spearman against future excess return.
rank_ic,A_technical_eligible,trust_signed_strength_active_only,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V1_chip_bonus,all,3,daily_rank_ic,10,10,0.031230104096382598,0.10255160270060622,0.35712903218149833,60.0,-0.1914708511388534,0.23027341119517775,0.08744767655996948,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V1_chip_bonus,all,5,daily_rank_ic,8,8,0.19857631057766614,0.21826650246558543,0.3253018810158404,75.0,-0.011723046227549884,0.42316251412871125,0.6104370191698848,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V1_chip_bonus,all,10,daily_rank_ic,3,3,0.22257460487200964,0.25242971016443316,0.08894882725169477,100.0,0.12253889524049143,0.2927552092111043,2.5022770029581123,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V1_chip_bonus,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V21_capital_flow,all,3,daily_rank_ic,10,10,0.12627483765399022,0.13690476190476192,0.3671928138210377,70.0,-0.09691422132174228,0.32377693632390114,0.3438924535040983,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V21_capital_flow,all,5,daily_rank_ic,8,8,0.22332427345760372,0.19603432325493467,0.3313060059509213,87.5,-0.01472636531146228,0.43134211273203577,0.6740725173895167,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V21_capital_flow,all,10,daily_rank_ic,3,3,0.32827204615194905,0.42260569821229227,0.2408382379412556,100.0,0.05454633501380507,0.5076641052297498,1.3630395611514978,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,V21_capital_flow,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,RS20_percentile,all,3,daily_rank_ic,10,10,-0.07188636610428274,0.001225490196078427,0.288187814163661,50.0,-0.25164598280338085,0.09109486384303417,-0.24944276812293903,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,RS20_percentile,all,5,daily_rank_ic,8,8,0.053170713025252656,0.01551120448179272,0.3407752491028708,62.5,-0.1587353210514975,0.29752004136634885,0.15602868214528648,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,RS20_percentile,all,10,daily_rank_ic,3,3,0.08227615770641628,0.10957357115846449,0.14652743730335277,66.66666666666666,-0.07598039215686275,0.2132352941176471,0.5615068359933274,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,RS20_percentile,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,foreign_signed_strength,all,3,daily_rank_ic,10,10,0.06537238243216613,0.11190476190476192,0.39661998647939567,60.0,-0.1735098775068225,0.29573293420252844,0.16482372210348056,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,foreign_signed_strength,all,5,daily_rank_ic,8,8,0.11588064003345339,0.15842490842490844,0.4570390381128099,62.5,-0.1854192774137626,0.40439592882607595,0.2535464815258316,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,foreign_signed_strength,all,10,daily_rank_ic,3,3,0.1350094961167971,0.17401960784313728,0.1553698775831653,66.66666666666666,-0.036147982237843955,0.26715686274509803,0.8689554128311014,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,foreign_signed_strength,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,trust_signed_strength_active_only,all,3,daily_rank_ic,10,10,-0.033536478670474545,0.0034632034632034563,0.29099204214599983,50.0,-0.22385346934237585,0.1142900432900433,-0.11524878282976633,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,trust_signed_strength_active_only,all,5,daily_rank_ic,8,8,0.04254495504495508,0.08831168831168831,0.43297410210952475,75.0,-0.28800766941391925,0.28826579670329655,0.09826212431105855,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,trust_signed_strength_active_only,all,10,daily_rank_ic,3,3,0.14177483451896153,0.12727272727272726,0.034881790222119444,100.0,0.1164835164835165,0.18156825980064076,4.064436877126176,Daily cross-sectional Spearman against future excess return.
rank_ic,B_buy_high,trust_signed_strength_active_only,all,20,daily_rank_ic,0,0,,,,,,,,Daily cross-sectional Spearman against future excess return.
quantile,A_technical_eligible,V21_capital_flow,Q1,3,fwd_3d,92,10,-2.324020707950591,-1.0673280721533285,7.229088212354364,39.130434782608695,-5.558195948208602,1.7637067293889126,-0.3214818576952605,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,3,excess_vs_taiex_3d,92,10,-0.35634221662589977,-0.5687439269521866,5.6607845634899245,48.91304347826087,-2.213248643116978,1.2882571409451202,-0.06294926306225856,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,3,mfe_3d,92,10,4.387471926334199,2.776823703412945,4.372007430841381,92.3913043478261,2.9501969593090496,6.4280860768697,1.003537161301174,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,3,mae_3d,92,10,-5.8591693650325825,-3.626164537723481,5.742213494870946,0.0,-8.538053835371544,-3.084522542366894,-1.0203677328030565,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,3,fwd_3d,90,10,-0.5712925706046573,0.0,6.702987976827264,48.888888888888886,-2.5342460926033983,1.7294601442225872,-0.08522953831629401,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,3,excess_vs_taiex_3d,90,10,1.3991748002446807,-0.08929002513613504,6.829702125796123,48.888888888888886,-1.1381055567657707,3.1398847816081465,0.2048661529409794,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,3,mfe_3d,90,10,4.1129963345814495,2.2472036170666287,5.407703147768928,93.33333333333333,2.9015859224117904,5.606707315907137,0.760581012343172,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,3,mae_3d,90,10,-4.130850307189494,-2.208868479586723,4.562471050471966,0.0,-5.153926386890642,-2.8009419261831856,-0.9053975929912317,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,3,fwd_3d,90,10,-1.4047632301310515,-0.0589622641509413,5.972702084743704,44.44444444444444,-3.336735701943996,0.9014765661164932,-0.23519727088335626,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,3,excess_vs_taiex_3d,90,10,0.6512793501824979,-0.17430856480066792,6.118381821713857,48.888888888888886,-1.9687990678164637,2.5121079052277175,0.10644633976113378,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,3,mfe_3d,90,10,2.877639176319512,2.0888596460851283,3.140442158104893,88.88888888888889,2.0930605167777605,3.8068034542597373,0.9163165667270338,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,3,mae_3d,90,10,-4.325691394134316,-2.6978167956567045,5.02737644245104,0.0,-5.89463319459744,-2.6396523268535526,-0.8604271917273366,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,3,fwd_3d,90,10,-0.5819223283393414,-0.3495403967102073,4.497527490646912,42.22222222222222,-2.0219795991402467,0.8663048527595352,-0.12938716429182723,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,3,excess_vs_taiex_3d,90,10,1.3885450425099963,0.8371991640884979,5.722063933850161,54.44444444444444,-1.806108464443179,3.668407309558153,0.2426650695557148,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,3,mfe_3d,90,10,2.885817184740748,2.3913664951400793,2.6101032424357733,94.44444444444444,2.2003767889426995,3.620069847576014,1.1056333473030269,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,3,mae_3d,90,10,-3.5175279056164546,-2.5345562920713216,3.3158765225479905,0.0,-4.797054814989499,-2.2490211269259293,-1.060813899943871,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,3,fwd_3d,84,10,-0.3437208952652199,-0.2419842710223885,4.344982748850971,44.047619047619044,-1.7365635099567367,0.9816715820138677,-0.07910753969187029,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,3,excess_vs_taiex_3d,84,10,1.8799190306554223,1.7532556086304885,6.015738800448151,60.71428571428571,-1.761528916446666,4.470691647961317,0.31250010896672825,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,3,mfe_3d,84,10,2.9287380503753933,1.6746765989827384,3.0051191521649674,96.42857142857143,2.2666004348269975,3.94868930597679,0.9745830038936901,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,3,mae_3d,84,10,-3.153761397920509,-2.1334661786046927,3.2865571093919215,0.0,-4.083065855172837,-2.2206570479828844,-0.9595942784344367,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,3,daily_Q5_minus_Q1_fwd_3d,10,10,1.221437968142664,-0.5417962087028524,4.620434077194803,30.0,-1.210813810116732,3.9124635737357414,0.26435567475604665,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,3,daily_Q5_minus_Q1_excess_vs_taiex_3d,10,10,1.2214379681426635,-0.5417962087028527,4.620434077194804,30.0,-1.2108138101167325,3.9124635737357414,0.26435567475604654,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,3,daily_Q5_minus_Q1_mfe_3d,10,10,-1.5691500760853319,-0.5450185670407333,2.0940172433929383,30.0,-2.8894179783145257,-0.4685784196303551,-0.7493491665535841,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,3,daily_Q5_minus_Q1_mae_3d,10,10,2.4911662672593904,1.272153796594542,3.7541706517719353,70.0,0.5080372702949052,4.849649762154548,0.6635729960979749,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,5,fwd_5d,68,8,-1.7895222491632035,-0.4853306086702647,9.303276546509442,45.588235294117645,-5.080520327039392,3.3450888903177973,-0.19235397767839396,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,5,excess_vs_taiex_5d,68,8,-1.3684851661019204,-2.274472730588495,8.713804079041967,45.588235294117645,-5.095627591535519,1.9795039365783913,-0.15704796133681004,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,5,mfe_5d,68,8,5.159833352218506,2.637429043633166,5.4353748248691005,92.64705882352942,3.3380062516648645,8.48759610259372,0.9493058930563762,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,5,mae_5d,68,8,-8.244573563879122,-5.9674415810656525,7.582009626731422,0.0,-11.050691273297064,-4.26288101124548,-1.0873863223296023,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,5,fwd_5d,66,8,-1.1660292926068379,0.2512816468175805,9.335614917162179,53.03030303030303,-4.76606529465359,2.664899961741172,-0.12490117715366146,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,5,excess_vs_taiex_5d,66,8,-0.6582104659318975,-1.5999755664014237,8.640901008212124,39.39393939393939,-3.4046650752852132,0.9734903402507254,-0.07617382322819675,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,5,mfe_5d,66,8,5.002232537039998,3.868574456809759,5.8144557991397905,96.96969696969697,3.4978797371906256,7.030005490012256,0.8603096678076122,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,5,mae_5d,66,8,-6.181296911851985,-3.4106286560238064,6.718468754102791,0.0,-8.35121338416568,-3.5456766421305526,-0.9200454951996658,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,5,fwd_5d,67,8,-1.5871014240218648,-0.6976744186046435,8.511865371246367,38.80597014925373,-3.5058067173629004,1.5923379014825791,-0.18645753366626266,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,5,excess_vs_taiex_5d,67,8,-1.09617969943081,-1.3219712414127782,9.336442484084026,38.80597014925373,-5.180557052117756,2.4075016204570727,-0.11740871336159185,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,5,mfe_5d,67,8,3.8806101995728874,2.2222222222222365,4.94479679377957,88.05970149253731,2.7135467935496425,5.73689932365334,0.7847865870756504,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,5,mae_5d,67,8,-6.391211074031518,-4.1860465116279055,6.773660801385586,0.0,-8.070344017091713,-3.9704440634400058,-0.9435386951652737,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,5,fwd_5d,66,8,-1.0080828841840328,0.5540208717004225,7.210911622787462,54.54545454545454,-3.0066725132291103,1.4207869444343457,-0.13979964488794366,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,5,excess_vs_taiex_5d,66,8,-0.5002640575090926,-1.619253013891142,8.008879596612172,40.909090909090914,-4.569250154310459,2.2584020527380346,-0.06246367565829169,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,5,mfe_5d,66,8,4.318615602141489,3.289405280762414,4.89920515492663,100.0,3.0614443801335636,5.168434888254735,0.8814931127753853,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,5,mae_5d,66,8,-5.350815853931425,-3.3790539953047594,5.744053333814613,0.0,-7.426826489194328,-2.8153039381995093,-0.9315400716131512,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,5,fwd_5d,62,8,-0.10424635583432872,-0.3254853147593939,7.332405622249298,41.935483870967744,-3.053532948429543,2.460861986900525,-0.01421721072249546,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,5,excess_vs_taiex_5d,62,8,0.7260648576884775,0.017129026978435213,7.53827763219637,50.0,-3.0205732753651784,2.6515061554987893,0.09631707574518313,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,5,mfe_5d,62,8,4.4631752566472995,2.699665958092934,4.402180232845338,96.7741935483871,3.4985170547771975,5.766799823051959,1.0138556398365675,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,5,mae_5d,62,8,-4.370549659016791,-2.914399469143991,5.374211964372513,0.0,-6.565194532326481,-2.4168223665231197,-0.8132447488098082,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,5,daily_Q5_minus_Q1_fwd_5d,8,8,-0.006833943597849057,-0.6462623656891174,5.335921935825698,50.0,-3.241087268973262,3.4877003436360394,-0.0012807427994711753,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,5,daily_Q5_minus_Q1_excess_vs_taiex_5d,8,8,-0.006833943597848835,-0.6462623656891175,5.335921935825698,50.0,-3.241087268973262,3.4877003436360403,-0.0012807427994711337,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,5,daily_Q5_minus_Q1_mfe_5d,8,8,-1.5711778715962386,-0.756102185453484,3.6777501258936582,37.5,-4.120225838582816,0.6330827227994812,-0.4272116967746571,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,5,daily_Q5_minus_Q1_mae_5d,8,8,3.0377318842610395,1.0517222454537738,4.33294232176839,75.0,0.4303668108847556,5.918770744645051,0.7010783109204324,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,10,fwd_10d,42,3,-1.7210019915496113,-0.5328080296421345,8.389266899064209,42.857142857142854,-3.7213402767859685,1.7926226827838472,-0.2051433113591347,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,10,excess_vs_taiex_10d,42,3,-3.253570540316851,-1.2276257744217922,8.060076953437754,30.952380952380953,-5.1896774226318785,-2.156368777895016,-0.4036649475076228,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,10,mfe_10d,42,3,5.375889260355728,3.586533942837611,5.7631197092650766,90.47619047619048,3.314235411285336,7.782177813506292,0.9328088833055441,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,10,mae_10d,42,3,-11.582845545409787,-9.551902156211328,8.072236857630667,0.0,-15.095263166567065,-9.693732084569973,-1.4348991177656722,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,10,fwd_10d,41,3,1.7179376771694599,1.4134275618374437,8.000267636162727,56.09756097560976,-1.262622751439568,5.923116781523286,0.21473502578889433,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,10,excess_vs_taiex_10d,41,3,0.24430627259518697,1.307528623230103,7.627775380960782,56.09756097560976,-2.7309598972854783,1.9741253208444234,0.03202850902046549,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,10,mfe_10d,41,3,7.613476731325121,5.102040816326525,8.334589807101587,97.5609756097561,5.216376594968434,11.756299262251641,0.9134794761990527,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q2,10,mae_10d,41,3,-9.024169331035948,-8.786610878661083,7.284745450777346,0.0,-11.908423714435504,-6.201685286618021,-1.2387762059788912,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,10,fwd_10d,42,3,-1.6771522050637337,-1.289086929330835,8.382505694445411,47.61904761904761,-2.469910064275076,-0.5996708444414282,-0.20007766963702547,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,10,excess_vs_taiex_10d,42,3,-3.2097207538309735,-2.9235826342168316,8.43563043759013,35.714285714285715,-4.548662305120292,-1.637440823467755,-0.3804956579804744,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,10,mfe_10d,42,3,5.2943462534087065,3.751562447214618,5.401746889927417,88.09523809523809,4.731175925911873,5.867028331847276,0.9801174252131325,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q3,10,mae_10d,42,3,-8.832478765085474,-5.781515061121306,7.6955266654198,0.0,-10.960727751614577,-7.574930684580519,-1.1477419479000208,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,10,fwd_10d,41,3,2.011106091673138,0.7843137254901933,8.963491879336782,53.65853658536586,-0.3874981347588328,4.434383001645988,0.2243663651114884,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,10,excess_vs_taiex_10d,41,3,0.5374746870988647,-0.041610852864093495,9.465892085446356,46.34146341463415,-2.478307007034947,5.266852242453309,0.05678014097849506,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,10,mfe_10d,41,3,7.156538050396342,5.065123010130246,7.870453458533671,100.0,4.08253799868621,10.158891982852714,0.9092917057576582,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q4,10,mae_10d,41,3,-7.289375065027328,-5.490196078431375,6.522956056318074,0.0,-9.814742463655616,-4.417483662525827,-1.117495657197768,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,10,fwd_10d,40,3,2.3508333663358427,0.2099807454478908,10.645470740734302,52.5,-0.9817940519401576,5.23781027093582,0.22082944226604367,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,10,excess_vs_taiex_10d,40,3,0.8770696052933605,-1.5801137718667868,10.321392865938432,40.0,-0.1493248111328371,1.7526539122845055,0.08497589585876271,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,10,mfe_10d,40,3,7.128133649375359,3.9600083533465558,9.99241253656231,97.5,5.08382082660296,9.794454740129968,0.7133546201473834,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q5,10,mae_10d,40,3,-5.948234563642711,-4.143336539757042,6.205983483840457,0.0,-9.295511858548464,-3.759267240424061,-0.9584676754508147,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,10,daily_Q5_minus_Q1_fwd_10d,3,3,4.346693636274062,3.4451875881519745,2.28255670977835,100.0,2.6525619857538265,6.942331334916385,1.904309153701663,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,10,daily_Q5_minus_Q1_excess_vs_taiex_10d,3,3,4.346693636274061,3.445187588151974,2.2825567097783495,100.0,2.6525619857538265,6.942331334916385,1.904309153701663,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,10,daily_Q5_minus_Q1_mfe_10d,3,3,1.8950906461948016,2.0122769266236764,1.37534988498564,100.0,0.46489704014147915,3.20809797181925,1.37789712049497,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile_spread,A_technical_eligible,V21_capital_flow,Q5_minus_Q1,10,daily_Q5_minus_Q1_mae_10d,3,3,6.075505708328078,6.9027576688997225,5.312190763509493,100.0,0.398220226021504,10.925539230063007,1.1436911772939233,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,20,fwd_20d,0,0,,,,,,,,Deterministic equal-count quintiles; score ties use code as tie-break.
quantile,A_technical_eligible,V21_capital_flow,Q1,20,excess_vs_taiex_20d,0,0,,,,,,,,Deterministic equal-count quintiles; score ties use code as tie-break.
