signal_date,code,name,industry,universe_a_technical_eligible,universe_b_buy_high,final_category,grade,market_regime,base_score_raw,dist_cost20_pct,chip_bonus_v1,capital_flow_score_v21_shadow,capital_flow_score_v2_shadow,rs20,rs20_percentile,flow_price_quadrant,flow_identity_score,flow_intensity_score,flow_persistence_score,flow_momentum_score,flow_price_confirmation_score,flow_relative_score,foreign_flow_activity,trust_flow_activity,foreign_flow_active_percentile_v21,trust_flow_active_percentile_v21,foreign_signed_flow_strength,trust_signed_flow_strength,foreign_momentum_component,trust_momentum_component,foreign_flow_direction,trust_flow_direction,foreign_flow_momentum,trust_flow_momentum,institutional_history_days,flow_lookback_complete,future_data_rows_used,score_without_intensity,score_without_persistence,score_without_momentum,score_without_price_confirmation,score_without_relative_flow,entry_t1_open,fwd_1d,close_to_close_forward_1d,taiex_fwd_1d,excess_vs_taiex_1d,fwd_3d,close_to_close_forward_3d,taiex_fwd_3d,excess_vs_taiex_3d,mfe_3d,mae_3d,fwd_5d,close_to_close_forward_5d,taiex_fwd_5d,excess_vs_taiex_5d,mfe_5d,mae_5d,fwd_10d,close_to_close_forward_10d,taiex_fwd_10d,excess_vs_taiex_10d,mfe_10d,mae_10d,fwd_20d,close_to_close_forward_20d,taiex_fwd_20d,excess_vs_taiex_20d,mfe_20d,mae_20d
2026-07-23,3441,聯一光,光電業,True,False,other_watch,B1,strong_bull,40,-13.64,5,29.14,34.0,-21.329693088169265,9.16,Q2,3.5,12.5,0.5,3.5,5.0,4.14,active,inactive,41.37,,41.37,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,16.64,28.64,25.64,24.14,25.0,66.8,-3.7425149700598848,-6.404657933042223,-2.48953752930382,-1.2529774407560645,15.568862275449113,12.372634643377012,-7.071865857008186,22.640728132457298,16.31736526946108,-6.886227544910173,14.371257485029965,11.208151382823871,-10.802223966500545,25.17348145153051,35.47904191616767,-6.886227544910173,32.335329341317376,28.675400291120813,-0.8324692408073209,33.167798582124696,43.41317365269462,-6.886227544910173,,,,,,
2026-07-23,1904,正隆,造紙工業,True,False,other_watch,B1,strong_bull,38,-4.72,12,43.56,54.19,0.5589699837580175,60.99,Q2,9.0,15.37,1.0,7.0,5.0,6.19,active,active,29.73,32.12,29.73,32.12,3.5,3.5,positive,positive,stable,stable,1,False,0,28.189999999999998,42.559999999999995,36.559999999999995,38.559999999999995,37.37,21.65,-0.9237875288683584,-1.1520737327188946,-2.48953752930382,1.5657500004354619,-1.385681293302532,-1.612903225806439,-7.071865857008186,5.686184563705654,0.23094688221709792,-3.23325635103926,-1.8475750577367167,-2.073732718894006,-10.802223966500545,8.95464890876383,0.23094688221709792,-4.387990762124705,3.002309468822184,2.764976958525356,-0.8324692408073209,3.834778709629505,3.6951501154734556,-4.849884526558879,,,,,,
2026-07-23,2601,益航,航運業,True,False,other_watch,B1,strong_bull,36,-4.18,0,0.0,4.5,20.460608793644663,97.51,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,26.16,,-26.16,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,6.5,2.3076923076923217,1.8376722817764257,-2.48953752930382,4.7972298369961415,-3.9999999999999925,-4.44104134762634,-7.071865857008186,3.0718658570081936,4.615384615384621,-4.61538461538461,-6.307692307692314,-6.738131699846861,-10.802223966500545,4.494531658808231,4.615384615384621,-7.692307692307687,-3.538461538461546,-3.9816232771822446,-0.8324692408073209,-2.705992297654225,4.615384615384621,-7.692307692307687,,,,,,
2026-07-23,2484,希華,電子零組件,True,False,other_watch,B1,strong_bull,36,-17.63,15,25.12,38.36,2.734872836861779,70.94,Q2,9.0,1.11,1.0,7.0,5.0,2.01,active,active,0.14,20.0,0.14,20.0,3.5,3.5,positive,positive,stable,stable,1,False,0,24.009999999999998,24.119999999999997,18.119999999999997,20.119999999999997,23.11,69.2,3.9017341040462394,3.6023054755043304,-2.48953752930382,6.39127163335006,-4.913294797687873,-5.187319884726238,-7.071865857008186,2.1585710593203133,9.826589595375722,-4.913294797687873,-16.763005780346816,-17.00288184438041,-10.802223966500545,-5.960781813846271,9.826589595375722,-18.063583815028906,2.8901734104046284,2.5936599423631135,-0.8324692408073209,3.7226426512119493,9.826589595375722,-18.063583815028906,,,,,,
2026-07-23,1216,統一,食品工業,True,False,other_watch,B1,strong_bull,35,-0.32,3,25.41,33.34,5.120532745823936,81.41,Q4,3.5,12.5,0.5,0.0,0.0,8.91,active,active,92.19,89.09,-92.19,89.09,-3.5,3.5,negative,positive,stable,stable,1,False,0,12.91,24.91,25.41,25.41,16.5,75.9,1.976284584980248,0.5194805194805197,-2.48953752930382,4.465822114284068,1.976284584980248,0.5194805194805197,-7.071865857008186,9.048150441988433,4.084321475625807,0.0,-0.39525691699606735,-1.81818181818183,-10.802223966500545,10.406967049504477,4.084321475625807,-2.898550724637683,-3.820816864295129,-5.1948051948051965,-0.8324692408073209,-2.988347623487808,4.084321475625807,-4.611330698287219,,,,,,
2026-07-23,2618,長榮航,航運業,True,False,other_watch,B1,strong_bull,28,-3.2,5,26.17,36.76,-4.568518216529283,41.88,Q2,3.5,12.5,0.5,0.0,5.0,4.67,active,active,46.71,66.06,46.71,-66.06,3.5,-3.5,positive,negative,stable,stable,1,False,0,13.670000000000002,25.67,26.17,21.17,21.5,40.35,0.867410161090465,-0.3671970624234966,-2.48953752930382,3.356947690394285,5.947955390334569,4.6511627906976605,-7.071865857008186,13.019821247342755,6.4436183395291335,-0.6195786864931829,3.4696406443618377,2.2031823745410017,-10.802223966500545,14.271864610862384,7.558859975216836,-0.6195786864931829,7.187112763320935,5.875152998776012,-0.8324692408073209,8.019582004128257,10.408921933085491,-0.6195786864931829,,,,,,
2026-07-23,1718,中纖,化學工業,True,False,other_watch,B1,strong_bull,28,-10.95,12,45.63,54.4,25.559153407621206,98.17,Q2,9.0,14.17,1.0,7.0,5.0,9.46,active,active,68.49,26.06,68.49,26.06,3.5,3.5,positive,positive,stable,stable,1,False,0,31.46,44.63,38.63,40.63,36.17,11.65,-5.579399141630903,-3.083700440528636,-2.48953752930382,-3.089861612327083,-16.48068669527897,-14.27312775330396,-7.071865857008186,-9.408820838270783,0.0,-16.652360515021456,-25.83690987124463,-23.87665198237885,-10.802223966500545,-15.034685904744084,0.0,-26.26609442060086,-12.44635193133048,-10.132158590308372,-0.8324692408073209,-11.613882690523159,0.0,-26.26609442060086,,,,,,
2026-07-23,4764,雙鍵,化學工業,True,False,wait_pullback,B1,strong_bull,26,-3.36,6,33.73,35.82,-0.99198182457233,54.58,Q2,3.5,12.5,0.5,3.5,5.0,8.73,inactive,active,,87.27,0.0,87.27,0.0,3.5,zero,positive,inactive,stable,1,False,0,21.230000000000004,33.230000000000004,30.230000000000004,28.730000000000004,25.000000000000004,297.5,-6.050420168067228,-9.693053311793209,-2.48953752930382,-3.5608826387634074,-5.5462184873949605,-9.208400646203552,-7.071865857008186,1.5256473696132256,7.731092436974785,-8.571428571428575,-20.504201680672274,-23.586429725363487,-10.802223966500545,-9.70197771417173,7.731092436974785,-23.36134453781512,-11.764705882352944,-15.18578352180937,-0.8324692408073209,-10.932236641545623,7.731092436974785,-23.36134453781512,,,,,,
2026-07-23,6213,聯茂,電子零組件,True,False,other_watch,B1,strong_bull,20,-6.59,3,8.35,21.91,13.755621236250938,94.76,Q3,3.5,1.68,0.5,0.0,0.0,2.67,active,active,70.55,26.67,-70.55,26.67,-3.5,3.5,negative,positive,stable,stable,1,False,0,6.67,7.85,8.35,8.35,5.68,332.0,-6.777108433734935,-9.898107714701599,-2.48953752930382,-4.287570904431115,-16.716867469879514,-19.505094614264916,-7.071865857008186,-9.645001612871328,1.6566265060240948,-16.716867469879514,-27.86144578313253,-30.276564774381363,-10.802223966500545,-17.059221816631986,1.6566265060240948,-28.614457831325304,12.95180722891567,9.170305676855905,-0.8324692408073209,13.78427646972299,12.95180722891567,-28.614457831325304,,,,,,
2026-07-24,2633,台灣高鐵,航運業,True,True,high_priority_watch,A,weak_bounce,71,0.0,6,55.28,57.86,4.85998943644953,66.88,Q1,3.5,12.5,1.0,4.0,25.0,9.28,active,active,38.78,92.75,-38.78,92.75,-1.0,5.0,negative,positive,neutral,accelerating,2,False,0,42.78,54.28,51.28,30.28,46.0,26.0,0.19230769230769162,0.0,0.11074569304381221,0.08156199926387941,0.19230769230769162,0.0,-8.137357281719758,8.32966497402745,0.9615384615384581,-1.1538461538461608,0.19230769230769162,0.0,-1.0695468971309907,1.2618545894386823,2.3076923076923217,-1.1538461538461608,-0.7692307692307665,-0.9596928982725572,1.4683371458459105,-2.237567915076677,2.3076923076923217,-1.3461538461538525,,,,,,
2026-07-24,2480,敦陽科,資訊服務,True,True,high_priority_watch,A,weak_bounce,78,0.79,5,53.01,54.41,11.6218941983543,91.1,Q1,3.5,12.5,1.0,1.75,25.0,9.26,active,inactive,92.56,,92.56,0.0,1.75,0.0,positive,zero,decelerating,inactive,2,False,0,40.51,52.01,51.26,28.009999999999998,43.75,160.0,-1.2499999999999956,-0.6289308176100628,0.11074569304381221,-1.3607456930438078,-2.500000000000002,-1.8867924528301883,-8.137357281719758,5.637357281719757,0.0,-5.312499999999998,3.750000000000009,4.402515723270439,-1.0695468971309907,4.819546897131,4.374999999999996,-5.312499999999998,-2.187499999999998,-1.5723270440251569,1.4683371458459105,-3.6558371458459082,4.374999999999996,-7.187500000000002,,,,,,
2026-07-24,2845,遠東銀,金融保險,True,True,high_priority_watch,A,weak_bounce,58,0.95,5,31.67,35.51,7.530291144919177,79.06,Q2,3.5,12.5,0.5,5.0,5.0,5.17,active,inactive,51.66,,51.66,0.0,5.0,0.0,positive,zero,accelerating,inactive,2,False,0,19.17,31.17,26.67,26.67,26.5,13.45,-0.3717472118959009,0.3745318352059934,0.11074569304381221,-0.4824929049397131,-1.1152416356877248,-0.3745318352059823,-8.137357281719758,7.0221156460320335,0.0,-2.6022304832713727,0.3717472118959231,1.1235955056179803,-1.0695468971309907,1.4412941090269138,1.486988847583648,-2.6022304832713727,-1.8587360594795488,-1.1235955056179803,1.4683371458459105,-3.3270732053254592,1.486988847583648,-2.6022304832713727,,,,,,
2026-07-24,5871,中租-KY,其他,True,True,high_priority_watch,A,weak_bounce,72,1.05,6,52.63,55.13,9.51799809445818,87.04,Q1,3.5,12.5,1.5,0.75,25.0,9.38,active,active,68.39,93.78,-68.39,93.78,-1.0,1.75,negative,positive,neutral,decelerating,2,False,0,40.13,51.13,51.88,27.630000000000003,43.25,120.0,0.0,0.0,0.11074569304381221,-0.11074569304381221,-6.25,-6.25,-8.137357281719758,1.8873572817197584,1.2499999999999956,-7.916666666666671,-7.08333333333333,-7.08333333333333,-1.0695468971309907,-6.01378643620234,1.2499999999999956,-8.750000000000002,-9.166666666666668,-9.166666666666668,1.4683371458459105,-10.63500381251258,1.2499999999999956,-9.166666666666668,,,,,,
2026-07-24,2527,宏璟,建材營建,True,True,high_priority_watch,A,weak_bounce,72,1.26,0,0.0,4.5,20.565854347793888,97.64,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,66.93,,-66.93,0.0,-3.5,0.0,negative,zero,stable,inactive,2,False,0,0.0,0.0,0.0,0.0,0.0,46.5,0.5376344086021501,1.300108342361872,0.11074569304381221,0.42688871555833785,-10.430107526881727,-9.750812567713973,-8.137357281719758,-2.292750245161969,1.2903225806451646,-12.795698924731191,-4.193548387096779,-3.4669555796316365,-1.0695468971309907,-3.1240014899657886,1.2903225806451646,-13.548387096774183,1.2903225806451646,2.0585048754062862,1.4683371458459105,-0.17801456520074588,5.2688172043010795,-13.548387096774183,,,,,,
2026-07-24,2834,臺企銀,金融保險,True,True,high_priority_watch,A,weak_bounce,58,1.27,3,9.28,19.23,5.621894198354294,70.94,Q4,3.5,0.16,1.0,4.0,0.0,0.62,active,active,74.63,6.22,-74.63,6.22,-1.0,5.0,negative,positive,neutral,accelerating,2,False,0,9.12,8.28,5.279999999999999,9.28,8.66,18.1,0.5524861878452914,1.1111111111111072,0.11074569304381221,0.44174049480147914,-0.8287292817679703,-0.2777777777777768,-8.137357281719758,7.3086279999517885,0.5524861878452914,-2.209944751381232,0.5524861878452914,1.1111111111111072,-1.0695468971309907,1.622033084976282,1.6574585635358963,-2.209944751381232,-8.839779005524873,-8.333333333333337,1.4683371458459105,-10.308116151370783,1.6574585635358963,-9.392265193370186,,,,,,
2026-07-24,2542,興富發,建材營建,True,True,high_priority_watch,A,weak_bounce,80,1.49,3,25.2,32.24,7.700416138308109,80.37,Q3,3.5,12.5,1.0,-1.75,0.0,9.95,active,active,97.21,99.48,-97.21,99.48,-3.5,1.75,negative,positive,stable,decelerating,2,False,0,12.7,24.2,26.95,25.2,15.25,44.7,-2.684563758389269,-1.5837104072398245,0.11074569304381221,-2.795309451433081,-3.2438478747203625,-2.1493212669683293,-8.137357281719758,4.893509406999396,0.0,-4.921700223713654,-1.5659955257270708,-0.4524886877828149,-1.0695468971309907,-0.4964486285960801,0.22371364653241965,-4.921700223713654,-0.8948545861297674,0.2262443438913797,1.4683371458459105,-2.363191731975678,0.22371364653241965,-4.921700223713654,,,,,,
2026-07-24,2207,和泰車,汽車工業,True,True,high_priority_watch,A,weak_bounce,76,1.96,6,55.5,57.71,8.43439419835429,83.9,Q1,3.5,12.5,1.0,5.0,25.0,8.5,active,active,0.73,84.97,0.0,84.97,0.0,5.0,zero,positive,neutral,accelerating,2,False,0,43.0,54.5,50.5,30.5,47.0,502.0,-0.7968127490039834,0.911854103343468,0.11074569304381221,-0.9075584420477956,3.3864541832669293,5.167173252279644,-8.137357281719758,11.523811464986688,3.784860557768921,-1.7928286852589626,11.155378486055767,13.06990881458967,-1.0695468971309907,12.224925383186758,14.143426294820728,-1.7928286852589626,2.7888446215139417,4.5592705167173175,1.4683371458459105,1.3205074756680313,14.143426294820728,-1.7928286852589626,,,,,,
2026-07-24,2889,國票金,金融保險,True,True,high_priority_watch,A,weak_bounce,62,2.11,5,55.16,56.9,10.621894198354298,88.87,Q1,3.5,12.5,0.5,5.0,25.0,8.66,active,inactive,86.59,,86.59,0.0,5.0,0.0,positive,zero,accelerating,inactive,2,False,0,42.66,54.66,50.16,30.159999999999997,46.5,15.75,-0.31746031746032743,-0.31746031746032743,0.11074569304381221,-0.42820601050413964,-2.2222222222222254,-2.2222222222222254,-8.137357281719758,5.915135059497533,0.0,-3.809523809523807,-0.9523809523809601,-0.9523809523809601,-1.0695468971309907,0.11716594475003062,0.31746031746031633,-3.809523809523807,-2.857142857142858,-2.857142857142858,1.4683371458459105,-4.325480002988769,0.31746031746031633,-3.809523809523807,,,,,,
2026-07-24,2836,高雄銀,金融保險,True,True,high_priority_watch,A,weak_bounce,66,2.59,0,0.0,4.5,10.093438913801446,88.35,Q3,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,87.65,,-87.65,0.0,-3.5,0.0,negative,zero,stable,inactive,2,False,0,0.0,0.0,0.0,0.0,0.0,12.85,0.3891050583657574,0.3891050583657574,0.11074569304381221,0.27835936532194516,-7.0038910505836665,-7.0038910505836665,-8.137357281719758,1.133466231136092,1.1673151750972721,-8.171206225680926,-5.836575875486383,-5.836575875486383,-1.0695468971309907,-4.767028978355392,1.1673151750972721,-8.171206225680926,-7.782101167315181,-7.782101167315181,1.4683371458459105,-9.25043831316109,1.1673151750972721,-8.560311284046696,,,,,,
2026-07-24,2884,玉山金,金融保險,True,True,high_priority_watch,A,weak_bounce,62,2.71,15,70.88,78.42,7.03233143389731,77.36,Q1,9.0,15.36,1.5,10.0,25.0,10.02,active,active,58.7,41.45,58.7,41.45,5.0,5.0,positive,positive,accelerating,accelerating,2,False,0,55.519999999999996,69.38,60.879999999999995,45.879999999999995,60.86,36.35,0.13755158184318717,1.2517385257301727,0.11074569304381221,0.026805888799374955,0.4126547455295615,1.5299026425591,-8.137357281719758,8.55001202724932,1.5130674002751032,-1.375515818431916,6.327372764786787,7.510431154381081,-1.0695468971309907,7.396919661917778,7.565337001375516,-1.375515818431916,4.951856946354871,6.119610570236422,1.4683371458459105,3.4835198005089607,7.565337001375516,-1.375515818431916,,,,,,
2026-07-24,4513,福裕,電機機械,True,True,high_priority_watch,A,weak_bounce,72,3.01,0,0.0,4.5,32.083432659892765,98.95,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,52.32,,-52.32,0.0,-3.5,0.0,negative,zero,stable,inactive,2,False,0,0.0,0.0,0.0,0.0,0.0,20.55,-1.2165450121654486,-1.2165450121654486,0.11074569304381221,-1.3272907052092608,-15.815085158150854,-15.815085158150854,-8.137357281719758,-7.677727876431096,0.0,-18.491484184914842,-17.51824817518248,-17.51824817518248,-1.0695468971309907,-16.44870127805149,0.0,-19.70802919708029,-13.138686131386857,-13.138686131386857,1.4683371458459105,-14.607023277232766,0.0,-19.70802919708029,,,,,,
2026-07-24,4162,智擎,生技醫療,True,True,high_priority_watch,A,weak_bounce,72,3.13,3,25.68,29.41,17.316809452591585,96.2,Q3,3.5,12.5,1.0,0.75,0.0,7.93,active,active,54.58,79.27,-54.58,79.27,-1.0,1.75,negative,positive,neutral,decelerating,2,False,0,13.18,24.68,24.93,25.68,17.75,65.6,0.3048780487804992,-0.15174506828529166,0.11074569304381221,0.19413235573668697,-3.201219512195108,-3.6418816388467445,-8.137357281719758,4.936137769524651,1.371951219512213,-5.335365853658525,-6.4024390243902385,-6.828528072837647,-1.0695468971309907,-5.332892127259248,1.371951219512213,-7.012195121951215,-2.89634146341462,-3.3383915022761834,1.4683371458459105,-4.3646786092605305,1.371951219512213,-8.536585365853655,,,,,,
2026-07-24,6177,達麗,建材營建,True,True,high_priority_watch,A,weak_bounce,76,3.68,5,51.53,55.89,11.165372459223855,90.31,Q1,3.5,12.5,0.5,4.0,25.0,6.03,active,active,60.29,69.43,60.29,-69.43,5.0,-1.0,positive,negative,accelerating,neutral,2,False,0,39.03,51.03,47.53,26.53,45.5,48.6,-1.440329218107006,-1.3388259526261548,0.11074569304381221,-1.5510749111508182,-3.0864197530864224,-2.9866117404737325,-8.137357281719758,5.050937528633336,0.5144032921810648,-4.526748971193417,-2.6748971193415683,-2.5746652935118464,-1.0695468971309907,-1.6053502222105775,0.5144032921810648,-4.526748971193417,0.411522633744843,0.5149330587023604,1.4683371458459105,-1.0568145121010675,1.5432098765432167,-4.526748971193417,,,,,,
2026-07-24,2867,三商壽,金融保險,True,True,high_priority_watch,A,weak_bounce,68,3.69,5,55.22,57.25,13.654490240263495,93.06,Q1,3.5,12.5,1.0,5.0,25.0,8.22,active,inactive,82.2,,82.2,0.0,5.0,0.0,positive,zero,accelerating,inactive,2,False,0,42.72,54.22,50.22,30.22,47.0,9.3,0.10752688172042113,0.3232758620689724,0.11074569304381221,-0.0032188113233910798,0.7526881720429923,0.969827586206895,-8.137357281719758,8.89004545376275,2.043010752688157,-1.0752688172043112,6.451612903225801,6.68103448275863,-1.0695468971309907,7.521159800356791,8.064516129032251,-1.0752688172043112,5.483870967741922,5.711206896551735,1.4683371458459105,4.015533821896011,8.064516129032251,-1.0752688172043112,,,,,,
2026-07-24,5876,上海商銀,金融保險,True,True,high_priority_watch,A,weak_bounce,45,5.01,5,51.21,56.04,15.502846579306663,94.76,Q1,3.5,12.5,1.0,4.0,25.0,5.21,active,active,52.06,16.58,52.06,-16.58,5.0,-1.0,positive,negative,accelerating,neutral,2,False,0,38.71,50.21,47.21,26.21,46.0,46.3,1.5118790496760237,1.8418201516793076,0.11074569304381221,1.4011333566322115,-4.21166306695463,-3.9003250270855827,-8.137357281719758,3.9256942147651284,1.7278617710583255,-5.831533477321804,-1.835853131749443,-1.5167930660888285,-1.0695468971309907,-0.7663062346184524,1.7278617710583255,-5.831533477321804,-6.155507559395234,-5.85048754062838,1.4683371458459105,-7.623844705241145,1.7278617710583255,-6.803455723542118,,,,,,
2026-07-24,2880,華南金,金融保險,True,True,high_priority_watch,A,weak_bounce,34,5.1,3,25.04,32.2,12.727157356249041,92.28,Q3,3.5,12.5,1.0,-1.75,0.0,9.79,active,active,97.88,97.93,-97.88,97.93,-3.5,1.75,negative,positive,stable,decelerating,2,False,0,12.54,24.04,26.79,25.04,15.25,41.1,0.7299270072992581,1.7199017199017064,0.11074569304381221,0.6191813142554459,1.703163017031617,2.7027027027026973,-8.137357281719758,9.840520298751375,3.406326034063256,-1.8248175182481785,6.326034063260333,7.3710073710073765,-1.0695468971309907,7.395580960391324,9.85401459854014,-1.8248175182481785,8.029197080291972,9.090909090909083,1.4683371458459105,6.560859934446062,9.85401459854014,-1.8248175182481785,,,,,,
2026-07-24,2615,萬海,航運業,True,False,wait_pullback,A,weak_bounce,45,5.78,15,68.12,74.99,17.303537330575093,96.07,Q1,9.0,13.67,2.0,6.75,25.0,11.7,active,active,89.51,27.46,89.51,27.46,5.0,1.75,positive,positive,accelerating,decelerating,2,False,0,54.45,66.12,61.370000000000005,43.120000000000005,56.42,86.0,-2.3255813953488413,-3.4482758620689613,0.11074569304381221,-2.4363270883926536,-1.1627906976744207,-2.298850574712641,-8.137357281719758,6.974566584045338,0.23255813953488857,-4.651162790697672,-1.5116279069767424,-2.643678160919538,-1.0695468971309907,-0.4420810098457517,1.1627906976744207,-4.651162790697672,-1.2790697674418539,-2.4137931034482696,1.4683371458459105,-2.7474069132877643,1.1627906976744207,-4.651162790697672,,,,,,
2026-07-24,2637,慧洋-KY,航運業,True,False,other_watch,A,weak_bounce,62,5.54,15,65.57,72.29,15.740159638564556,95.03,Q1,9.0,14.41,1.5,6.75,25.0,8.91,active,active,3.59,85.49,3.59,85.49,5.0,1.75,positive,positive,accelerating,decelerating,2,False,0,51.16,64.07,58.81999999999999,40.56999999999999,56.66,84.5,-2.6035502958579926,-1.7899761336515496,0.11074569304381221,-2.714295988901805,-4.852071005917158,-4.057279236276845,-8.137357281719758,3.2852862758026005,0.0,-7.928994082840235,-7.337278106508882,-6.563245823389019,-1.0695468971309907,-6.267731209377891,0.0,-8.047337278106504,4.023668639053257,4.892601431980914,1.4683371458459105,2.5553314932073468,4.615384615384621,-8.047337278106504,,,,,,
2026-07-24,2812,台中銀,金融保險,True,False,other_watch,A,weak_bounce,58,0.86,3,10.43,20.03,7.616906667182211,79.71,Q4,3.5,0.34,1.5,4.0,0.0,1.09,active,active,82.74,10.88,-82.74,10.88,-1.0,5.0,negative,positive,neutral,accelerating,2,False,0,10.09,8.93,6.43,10.43,9.34,20.45,1.4669926650366705,1.4669926650366705,0.11074569304381221,1.3562469719928583,0.9779951100244544,0.9779951100244544,-8.137357281719758,9.115352391744214,1.9559902200489088,-0.24449877750611915,0.24449877750611915,0.24449877750611915,-1.0695468971309907,1.3140456746371099,1.9559902200489088,-0.4889975550122161,-8.801955990220057,-8.801955990220057,1.4683371458459105,-10.270293136065966,1.9559902200489088,-10.02444987775062,,,,,,
2026-07-24,5434,崇越,電子通路,True,False,other_watch,A,weak_bounce,58,1.1,6,31.95,40.2,14.92882489142361,93.72,Q2,3.5,12.5,1.0,1.5,5.0,8.45,active,active,45.42,84.46,-45.42,84.46,-3.5,5.0,negative,positive,stable,accelerating,2,False,0,19.45,30.95,30.45,26.95,23.5,546.0,-0.5494505494505475,-1.6304347826086918,0.11074569304381221,-0.6601962424943597,-9.98168498168498,-10.96014492753623,-8.137357281719758,-1.8443276999652216,1.6483516483516425,-12.08791208791209,-8.424908424908429,-9.420289855072461,-1.0695468971309907,-7.355361527777438,1.6483516483516425,-13.369963369963367,-8.608058608058611,-9.601449275362317,1.4683371458459105,-10.07639575390452,1.6483516483516425,-13.369963369963367,,,,,,
2026-07-24,2377,微星,電腦週邊,True,False,other_watch,A,weak_bounce,58,1.21,3,13.51,24.45,15.3597219137101,94.37,Q3,3.5,5.32,1.0,-1.75,0.0,5.44,active,active,67.07,54.4,-67.07,54.4,-3.5,1.75,negative,positive,stable,decelerating,2,False,0,8.190000000000001,12.510000000000002,15.260000000000002,13.510000000000002,8.07,146.5,0.0,0.0,0.11074569304381221,-0.11074569304381221,-6.1433447098976135,-6.1433447098976135,-8.137357281719758,1.9940125718221449,0.34129692832765013,-9.215017064846421,-3.0716723549488067,-3.0716723549488067,-1.0695468971309907,-2.002125457817816,1.0238907849829282,-9.215017064846421,4.436860068259385,4.436860068259385,1.4683371458459105,2.9685229224134746,7.849829351535842,-9.215017064846421,,,,,,
2026-07-24,2883,凱基金,金融保險,True,False,other_watch,A,weak_bounce,58,4.07,12,69.51,77.04,6.1136974770428125,73.56,Q1,9.0,12.9,1.5,10.0,25.0,11.11,active,active,98.14,12.95,98.14,12.95,5.0,5.0,positive,positive,accelerating,accelerating,2,False,0,56.60999999999999,68.00999999999999,59.50999999999999,44.50999999999999,58.39999999999999,30.95,-0.8077544426494332,0.16313213703100793,0.11074569304381221,-0.9185001356932454,-5.815831987075937,-4.893964110929849,-8.137357281719758,2.3215252946438216,0.0,-7.915993537964461,-0.3231017770597644,0.6525285481239873,-1.0695468971309907,0.7464451200712263,0.1615508885298933,-8.400646203554107,-0.3231017770597644,0.6525285481239873,1.4683371458459105,-1.7914389229056749,2.584814216478204,-8.400646203554107,,,,,,
2026-07-24,2006,東和鋼鐵,鋼鐵工業,True,False,other_watch,A,weak_bounce,56,2.79,12,81.4,85.09,8.193322769782853,82.72,Q1,9.0,25.0,1.5,6.75,25.0,14.15,active,active,53.92,87.56,53.92,87.56,1.75,5.0,positive,positive,decelerating,accelerating,2,False,0,56.400000000000006,79.9,74.65,56.400000000000006,67.25,71.8,1.671309192200554,1.671309192200554,0.11074569304381221,1.5605634991567419,0.8356545961002881,0.8356545961002881,-8.137357281719758,8.973011877820046,2.089136490250687,-3.899721448467963,3.899721448467952,3.899721448467952,-1.0695468971309907,4.969268345598943,4.178272980501396,-3.899721448467963,23.259052924791092,23.259052924791092,1.4683371458459105,21.79071577894518,23.259052924791092,-3.899721448467963,,,,,,
2026-07-24,2027,大成鋼,鋼鐵工業,True,False,other_watch,A,weak_bounce,56,4.06,5,39.67,51.63,13.955227531687619,93.32,Q1,3.5,6.82,1.5,1.5,25.0,1.35,active,active,13.55,53.37,13.55,-53.37,5.0,-3.5,positive,negative,accelerating,stable,2,False,0,32.85,38.17,38.17,14.670000000000002,38.32,44.4,0.33783783783782884,2.296211251435132,0.11074569304381221,0.22709214479401663,-2.5900900900900914,-0.6888633754305373,-8.137357281719758,5.5472671916296665,1.6891891891891886,-5.405405405405405,-2.7027027027026973,-0.8036739380022806,-1.0695468971309907,-1.6331558055717066,1.6891891891891886,-5.405405405405405,4.954954954954971,7.003444316877161,1.4683371458459105,3.4866178091090605,5.743243243243246,-5.405405405405405,,,,,,
2026-07-24,1216,統一,食品工業,True,False,other_watch,A,weak_bounce,54,0.19,3,27.58,30.12,8.002846579306688,81.81,Q4,3.5,12.5,1.5,0.75,0.0,9.33,active,active,80.21,93.26,-80.21,93.26,-1.0,1.75,negative,positive,neutral,decelerating,2,False,0,15.079999999999998,26.08,26.83,27.58,18.25,78.7,-2.0330368487928907,-0.387596899224818,0.11074569304381221,-2.143782541836703,-0.6353240152477735,1.033591731266137,-8.137357281719758,7.502033266471985,0.3811944091486552,-2.6683608640406753,-6.22617534942822,-4.651162790697683,-1.0695468971309907,-5.156628452297229,0.3811944091486552,-6.480304955527327,-3.811944091486663,-2.1963824289405687,1.4683371458459105,-5.280281237332574,0.3811944091486552,-8.005082592121981,,,,,,
