signal_date,code,name,industry,universe_a_technical_eligible,universe_b_buy_high,final_category,grade,market_regime,base_score_raw,dist_cost20_pct,chip_bonus_v1,capital_flow_score_v21_shadow,capital_flow_score_v2_shadow,rs20,rs20_percentile,flow_price_quadrant,flow_identity_score,flow_intensity_score,flow_persistence_score,flow_momentum_score,flow_price_confirmation_score,flow_relative_score,foreign_flow_activity,trust_flow_activity,foreign_flow_active_percentile_v21,trust_flow_active_percentile_v21,foreign_signed_flow_strength,trust_signed_flow_strength,foreign_momentum_component,trust_momentum_component,foreign_flow_direction,trust_flow_direction,foreign_flow_momentum,trust_flow_momentum,institutional_history_days,flow_lookback_complete,future_data_rows_used,score_without_intensity,score_without_persistence,score_without_momentum,score_without_price_confirmation,score_without_relative_flow,entry_t1_open,fwd_1d,close_to_close_forward_1d,taiex_fwd_1d,excess_vs_taiex_1d,fwd_3d,close_to_close_forward_3d,taiex_fwd_3d,excess_vs_taiex_3d,mfe_3d,mae_3d,fwd_5d,close_to_close_forward_5d,taiex_fwd_5d,excess_vs_taiex_5d,mfe_5d,mae_5d,fwd_10d,close_to_close_forward_10d,taiex_fwd_10d,excess_vs_taiex_10d,mfe_10d,mae_10d,fwd_20d,close_to_close_forward_20d,taiex_fwd_20d,excess_vs_taiex_20d,mfe_20d,mae_20d
2026-07-23,2637,慧洋-KY,航運業,True,True,high_priority_watch,A,strong_bull,80,2.39,3,24.2,33.21,9.988194885428193,91.62,Q4,3.5,12.5,0.5,0.0,0.0,7.7,active,active,65.89,76.97,-65.89,76.97,-3.5,3.5,negative,positive,stable,stable,1,False,0,11.7,23.7,24.2,24.2,16.5,81.8,2.444987775061125,3.075030750307506,-2.48953752930382,4.934525304364945,0.12224938875307068,0.738007380073813,-7.071865857008186,7.194115245761257,3.3007334963325308,-2.444987775061125,-4.523227383863082,-3.936039360393606,-10.802223966500545,6.278996582637463,3.3007334963325308,-5.012224938875298,4.523227383863082,5.166051660516602,-0.8324692408073209,5.3556966246704025,6.968215158924207,-5.012224938875298,,,,,,
2026-07-23,2867,三商壽,金融保險,True,True,high_priority_watch,A,strong_bull,72,2.57,5,38.64,45.42,10.463663174347747,92.15,Q1,3.5,5.37,0.5,3.5,25.0,0.77,active,inactive,7.67,,7.67,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,33.27000000000001,38.14000000000001,35.14000000000001,13.640000000000008,37.870000000000005,9.13,1.642935377875121,1.089324618736387,-2.48953752930382,4.132472907178942,2.409638554216853,1.85185185185186,-7.071865857008186,9.481504411225039,2.7382256297918905,-0.21905805038336945,4.928806133625407,4.357298474945548,-10.802223966500545,15.731030100125952,6.243154435925513,-0.21905805038336945,7.009857612267245,6.427015250544654,-0.8324692408073209,7.842326853074566,10.076670317634173,-0.21905805038336945,,,,,,
2026-07-23,2836,高雄銀,金融保險,True,True,high_priority_watch,A,strong_bull,58,2.8,0,0.0,4.5,7.488531876235083,87.7,Q3,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,78.22,,-78.22,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,12.75,0.7843137254901933,0.0,-2.48953752930382,3.2738512547940135,1.9607843137254832,1.1673151750972721,-7.071865857008186,9.03265017073367,1.9607843137254832,0.0,-4.70588235294117,-5.447470817120614,-10.802223966500545,6.096341613559375,1.9607843137254832,-7.4509803921568585,-7.4509803921568585,-8.171206225680926,-0.8324692408073209,-6.618511151349537,1.9607843137254832,-7.843137254901967,,,,,,
2026-07-23,2886,兆豐金,金融保險,True,True,high_priority_watch,A,strong_bull,68,2.83,3,25.35,33.33,10.671380773369709,92.41,Q3,3.5,12.5,0.5,0.0,0.0,8.85,active,active,93.29,88.48,-93.29,88.48,-3.5,3.5,negative,positive,stable,stable,1,False,0,12.850000000000001,24.85,25.35,25.35,16.5,47.1,2.866242038216571,0.6230529595015577,-2.48953752930382,5.355779567520392,4.989384288747356,2.699896157840098,-7.071865857008186,12.061250145755542,6.050955414012749,0.0,9.341825902335454,6.957424714434057,-10.802223966500545,20.144049868836,9.766454352441611,0.0,6.794055201698512,4.4652128764278265,-0.8324692408073209,7.626524442505833,14.012738853503182,0.0,,,,,,
2026-07-23,2615,萬海,航運業,True,True,high_priority_watch,A,strong_bull,66,3.05,12,50.16,62.8,9.82407523063269,91.23,Q1,9.0,5.21,1.0,7.0,25.0,2.95,active,active,4.66,24.85,4.66,24.85,3.5,3.5,positive,positive,stable,stable,1,False,0,44.95,49.160000000000004,43.160000000000004,25.160000000000004,47.21,84.1,3.4482758620689724,2.9585798816567976,-2.48953752930382,5.937813391372792,-0.5945303210463715,-1.0650887573964596,-7.071865857008186,6.4773355359618145,4.518430439952459,-2.4970273483947647,0.3567181926278362,-0.11834319526626835,-10.802223966500545,11.158942159128381,4.518430439952459,-2.4970273483947647,0.23781212841855748,-0.2366863905325478,-0.8324692408073209,1.0702813692258784,4.518430439952459,-2.4970273483947647,,,,,,
2026-07-23,2542,興富發,建材營建,True,True,high_priority_watch,A,strong_bull,65,3.21,6,51.38,58.47,6.8829160800326195,86.26,Q1,3.5,12.5,0.5,0.0,25.0,9.88,active,active,85.75,98.79,-85.75,98.79,-3.5,3.5,negative,positive,stable,stable,1,False,0,38.88,50.88,51.38,26.380000000000003,41.5,44.45,-0.5624296962879693,-1.6685205784204626,-2.48953752930382,1.9271078330158509,-3.374578177727783,-4.449388209121241,-7.071865857008186,3.6972876792804032,1.012373453318327,-3.4870641169853833,-0.22497187851518996,-1.3348164627363768,-10.802223966500545,10.577252087985356,1.012373453318327,-4.386951631046121,-0.7874015748031482,-1.8909899888765347,-0.8324692408073209,0.04506766600417267,1.012373453318327,-4.386951631046121,,,,,,
2026-07-23,6177,達麗,建材營建,True,True,high_priority_watch,A,strong_bull,76,3.58,0,0.0,7.0,7.796646445273114,88.61,Q3,0.0,0.0,0.0,-7.0,0.0,0.0,active,active,8.22,71.52,-8.22,-71.52,-3.5,-3.5,negative,negative,stable,stable,1,False,0,0.0,0.0,0.0,0.0,0.0,48.05,1.0405827263267442,0.10309278350515427,-2.48953752930382,3.5301202556305644,-1.3527575442247586,-2.268041237113405,-7.071865857008186,5.719108312783428,1.6649323621227952,-1.9771071800207984,-1.2486992715920797,-2.1649484536082397,-10.802223966500545,9.553524694908464,1.6649323621227952,-3.433922996878247,-0.5202913631633721,-1.443298969072171,-0.8324692408073209,0.3121778776439488,1.6649323621227952,-3.433922996878247,,,,,,
2026-07-23,4162,智擎,生技醫療,True,True,high_priority_watch,A,strong_bull,72,4.54,3,24.14,33.2,15.238127498632448,95.29,Q3,3.5,12.5,0.5,0.0,0.0,7.64,active,active,76.58,76.36,-76.58,76.36,-3.5,3.5,negative,positive,stable,stable,1,False,0,11.64,23.64,24.14,24.14,16.5,67.8,-2.8023598820058893,-1.3473053892215425,-2.48953752930382,-0.31282235270206904,-5.162241887905605,-3.7425149700598848,-7.071865857008186,1.9096239691025811,0.0,-6.784660766961648,-9.29203539823008,-7.93413173652694,-10.802223966500545,1.5101885682704648,0.0,-10.029498525073743,-6.784660766961648,-5.3892215568862145,-0.8324692408073209,-5.952191526154326,0.0,-11.504424778761058,,,,,,
2026-07-23,2880,華南金,金融保險,True,True,high_priority_watch,A,strong_bull,38,6.59,3,26.26,33.46,14.077059179048113,95.16,Q3,3.5,12.5,0.5,0.0,0.0,9.76,active,active,93.84,97.58,-93.84,97.58,-3.5,3.5,negative,positive,stable,stable,1,False,0,13.759999999999998,25.759999999999998,26.259999999999998,26.259999999999998,16.5,40.1,1.4962593516209433,-1.3333333333333308,-2.48953752930382,3.9857968809247635,3.2418952618453734,0.363636363636366,-7.071865857008186,10.31376111885356,4.613466334164595,-0.37406483790523026,6.3591022443890255,3.3939393939393936,-10.802223966500545,17.16132621088957,6.3591022443890255,-0.37406483790523026,9.850374064837887,6.787878787878787,-0.8324692408073209,10.682843305645207,12.593516209476308,-0.37406483790523026,,,,,,
2026-07-23,6277,宏正,電腦週邊,True,True,high_priority_watch,B1,strong_bull,70,0.85,5,50.95,54.67,11.29843786110094,92.93,Q1,3.5,12.5,0.5,3.5,25.0,5.95,active,inactive,59.45,,59.45,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,38.45,50.45,47.45,25.950000000000003,45.0,78.5,-0.6369426751592355,0.7751937984496138,-2.48953752930382,1.8525948541445847,-0.7643312101910715,0.6459948320413522,-7.071865857008186,6.307534646817114,1.0191082802547768,-2.292993630573248,-4.84076433121019,-3.488372093023262,-10.802223966500545,5.961459635290355,1.0191082802547768,-5.4777070063694255,-4.076433121019107,-2.7131782945736593,-0.8324692408073209,-3.2439638802117865,3.821656050955413,-5.4777070063694255,,,,,,
2026-07-23,6214,精誠,資訊服務,True,True,high_priority_watch,B1,strong_bull,70,2.73,0,0.0,4.5,10.224160478821155,91.88,Q3,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,73.29,,-73.29,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,140.5,-0.7117437722419906,-1.0638297872340385,-2.48953752930382,1.7777937570618296,1.7793594306049876,1.4184397163120588,-7.071865857008186,8.851225287613174,3.9145907473309594,-1.0676156583629859,2.1352313167259718,1.773049645390068,-10.802223966500545,12.937455283226516,4.62633451957295,-1.0676156583629859,3.558718861209975,3.1914893617021267,-0.8324692408073209,4.391188102017296,9.964412811387891,-1.0676156583629859,,,,,,
2026-07-23,3005,神基,電腦週邊,True,True,high_priority_watch,B1,strong_bull,48,5.19,2,6.03,19.08,16.660924451355587,96.2,Q4,3.5,1.8,0.5,0.0,0.0,0.23,active,active,2.33,36.36,2.33,-36.36,3.5,-3.5,positive,negative,stable,stable,1,False,0,4.23,5.53,6.03,6.03,5.8,113.0,0.0,-0.4405286343612369,-2.48953752930382,2.48953752930382,-2.6548672566371723,-3.083700440528636,-7.071865857008186,4.416998600371014,1.7699115044247815,-3.539823008849563,-2.6548672566371723,-3.083700440528636,-10.802223966500545,8.147356709863374,1.7699115044247815,-7.964601769911505,2.212389380530966,1.7621145374449254,-0.8324692408073209,3.0448586213382867,3.9823008849557473,-7.964601769911505,,,,,,
2026-07-23,2527,宏璟,建材營建,True,False,other_watch,A,strong_bull,62,6.86,0,0.0,4.5,25.260597881478496,98.04,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,7.81,,-7.81,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,48.55,-4.943357363542733,-5.2361396303901575,-2.48953752930382,-2.4538198342389124,-11.122554067971159,-11.396303901437378,-7.071865857008186,-4.0506882109629725,0.0,-11.431513903192581,-16.4778578784758,-16.735112936344976,-10.802223966500545,-5.675633911975254,0.0,-17.19876416065911,-5.355303810504619,-5.646817248459957,-0.8324692408073209,-4.522834569697299,0.0,-17.19876416065911,,,,,,
2026-07-23,4541,晟田,其他,True,False,other_watch,A,strong_bull,62,7.21,5,28.89,33.89,43.42987668437328,99.61,Q2,3.5,12.5,0.5,3.5,5.0,3.89,active,inactive,38.9,,38.9,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,16.39,28.39,25.39,23.89,25.0,69.5,2.733812949640302,3.779069767441867,-2.48953752930382,5.223350478944122,-9.49640287769784,-8.57558139534883,-7.071865857008186,-2.4245370206896535,7.482014388489211,-9.784172661870505,-18.561151079136685,-17.73255813953488,-10.802223966500545,-7.75892711263614,7.482014388489211,-19.56834532374101,-8.345323741007194,-7.41279069767441,-0.8324692408073209,-7.512854500199873,7.482014388489211,-19.56834532374101,,,,,,
2026-07-23,2834,臺企銀,金融保險,True,False,other_watch,A,strong_bull,58,0.7,0,0.0,7.0,3.1523704453706003,74.21,Q4,0.0,0.0,0.0,-7.0,0.0,0.0,active,active,99.32,3.03,-99.32,-3.03,-3.5,-3.5,negative,negative,stable,stable,1,False,0,0.0,0.0,0.0,0.0,0.0,17.8,1.1235955056179803,0.5586592178770999,-2.48953752930382,3.6131330349218005,1.6853932584269593,1.1173184357541999,-7.071865857008186,8.757259115435145,2.2471910112359383,-0.2808988764045006,1.6853932584269593,1.1173184357541999,-10.802223966500545,12.487617224927504,2.2471910112359383,-0.5617977528090012,-7.02247191011236,-7.541899441340771,-0.8324692408073209,-6.19000266930504,3.3707865168539186,-7.02247191011236,,,,,,
2026-07-23,2101,南港,橡膠工業,True,False,other_watch,A,strong_bull,58,0.98,0,0.0,4.5,9.119235112943791,90.58,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,50.0,,-50.0,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,33.5,-1.4925373134328401,-1.3452914798206317,-2.48953752930382,0.9970002158709801,-2.3880597014925287,-2.2421524663677084,-7.071865857008186,4.683806155515658,0.14925373134326847,-2.8358208955224007,-3.1343283582089487,-2.9895366218236186,-10.802223966500545,7.667895608291596,0.14925373134326847,-5.5223880597015,3.2835820895522394,3.4379671150971625,-0.8324692408073209,4.116051330359561,3.2835820895522394,-5.5223880597015,,,,,,
2026-07-23,3055,蔚華科,電子通路,True,False,other_watch,A,strong_bull,58,2.17,3,0.0,4.5,53.24122334321226,99.87,Q4,0.0,0.0,0.0,-3.5,0.0,0.0,active,inactive,1.92,,-1.92,0.0,-3.5,0.0,negative,zero,stable,inactive,1,False,0,0.0,0.0,0.0,0.0,0.0,137.5,-1.4545454545454528,-9.966777408637872,-2.48953752930382,1.0349920747583674,-16.727272727272723,-23.920265780730897,-7.071865857008186,-9.655406870264537,5.0909090909091015,-17.454545454545457,-32.21818181818181,-38.073089700996675,-10.802223966500545,-21.415957851681267,5.0909090909091015,-32.21818181818181,-19.63636363636364,-26.578073089700993,-0.8324692408073209,-18.80389439555632,5.0909090909091015,-36.14545454545455,,,,,,
2026-07-23,2630,亞航,航運業,True,False,other_watch,A,strong_bull,58,3.09,5,22.23,28.64,28.15005443578893,98.56,Q2,3.5,8.39,0.5,3.5,5.0,1.34,active,inactive,13.42,,13.42,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,13.84,21.73,18.73,17.23,20.89,53.4,0.9363295880149725,1.1257035647279645,-2.48953752930382,3.4258671173187927,-7.116104868913853,-6.941838649155718,-7.071865857008186,-0.044239011905666814,5.805243445692887,-7.209737827715356,-13.951310861423217,-13.789868667917437,-10.802223966500545,-3.1490868949226716,5.805243445692887,-14.419475655430702,-8.239700374531832,-8.067542213883671,-0.8324692408073209,-7.407231133724512,5.805243445692887,-14.419475655430702,,,,,,
2026-07-23,2059,川湖,電子零組件,True,False,other_watch,A,strong_bull,58,3.83,5,29.76,38.04,11.851065697225184,93.32,Q2,3.5,12.5,0.5,0.0,5.0,8.26,active,active,82.6,67.27,82.6,-67.27,3.5,-3.5,positive,negative,stable,stable,1,False,0,17.259999999999998,29.259999999999998,29.759999999999998,24.759999999999998,21.5,8005.0,-3.372891942535916,-5.670731707317078,-2.48953752930382,-0.8833544132320958,-6.933166770768273,-9.14634146341463,-7.071865857008186,0.1386990862399129,3.372891942535916,-6.933166770768273,-10.805746408494688,-12.926829268292684,-10.802223966500545,-0.0035224419941428664,3.372891942535916,-14.553404122423485,26.17114303560275,23.17073170731707,-0.8324692408073209,27.00361227641007,26.17114303560275,-14.553404122423485,,,,,,
2026-07-23,2883,凱基金,金融保險,True,False,other_watch,A,strong_bull,58,4.75,5,50.6,58.33,6.114062625447536,84.42,Q1,3.5,12.5,0.5,0.0,25.0,9.1,active,active,90.96,9.7,90.96,-9.7,3.5,-3.5,positive,negative,stable,stable,1,False,0,38.1,50.1,50.6,25.6,41.5,30.45,0.6568144499178974,-0.6482982171799101,-2.48953752930382,3.1463519792217176,-2.791461412151064,-4.051863857374394,-7.071865857008186,4.280404444857123,1.6420361247947435,-3.77668308702791,-4.926108374384242,-6.158833063209079,-10.802223966500545,5.876115592116303,1.6420361247947435,-6.896551724137923,0.49261083743843415,-0.8103727714748765,-0.8324692408073209,1.325080078245755,4.269293924466333,-6.896551724137923,,,,,,
2026-07-23,1709,和益,化學工業,True,False,other_watch,A,strong_bull,58,9.68,5,29.88,34.34,30.290103208993546,98.95,Q2,3.5,12.5,0.5,3.5,5.0,4.88,active,inactive,48.77,,48.77,0.0,3.5,0.0,positive,zero,stable,inactive,1,False,0,17.38,29.38,26.38,24.88,25.0,27.2,-3.492647058823528,-3.492647058823528,-2.48953752930382,-1.0031095295197079,-9.742647058823529,-9.742647058823529,-7.071865857008186,-2.670781201815343,4.044117647058831,-10.661764705882348,-17.095588235294112,-17.095588235294112,-10.802223966500545,-6.293364268793567,4.044117647058831,-17.095588235294112,1.6544117647058876,1.6544117647058876,-0.8324692408073209,2.4868810055132085,4.044117647058831,-17.095588235294112,,,,,,
2026-07-23,5876,上海商銀,金融保險,True,False,other_watch,A,strong_bull,54,1.99,0,0.0,7.0,10.412474016267993,92.02,Q4,0.0,0.0,0.0,-7.0,0.0,0.0,active,active,14.52,73.94,-14.52,-73.94,-3.5,-3.5,negative,negative,stable,stable,1,False,0,0.0,0.0,0.0,0.0,0.0,44.35,4.0586245772266105,3.0133928571428603,-2.48953752930382,6.54816210653043,-1.0146561443066582,-2.00892857142857,-7.071865857008186,6.057209712701528,6.200676437429542,-1.465614430665163,1.014656144306647,0.0,-10.802223966500545,11.816880110807192,6.200676437429542,-1.6910935738444155,-2.0293122886133053,-3.013392857142849,-0.8324692408073209,-1.1968430478059844,6.200676437429542,-2.7057497181510737,,,,,,
2026-07-23,5434,崇越,電子通路,True,False,other_watch,A,strong_bull,54,2.38,6,28.83,38.17,16.905501117919485,96.47,Q2,3.5,12.5,0.5,0.0,5.0,7.33,active,active,25.62,73.33,-25.62,73.33,-3.5,3.5,negative,positive,stable,stable,1,False,0,16.33,28.33,28.83,23.83,21.5,550.0,0.363636363636366,-1.2522361359570633,-2.48953752930382,2.853173892940186,-6.000000000000005,-7.513416815742402,-7.071865857008186,1.0718658570081807,2.1818181818181737,-7.090909090909092,-13.54545454545455,-14.93738819320215,-10.802223966500545,-2.7432305789540052,2.1818181818181737,-14.000000000000002,-7.454545454545459,-8.944543828264761,-0.8324692408073209,-6.622076213738138,2.1818181818181737,-14.000000000000002,,,,,,
2026-07-23,2912,統一超,貿易百貨,True,False,other_watch,A,strong_bull,50,0.74,3,26.08,33.43,7.9239060258949445,89.01,Q4,3.5,12.5,0.5,0.0,0.0,9.58,active,active,98.63,95.76,-98.63,95.76,-3.5,3.5,negative,positive,stable,stable,1,False,0,13.579999999999998,25.58,26.08,26.08,16.5,234.0,2.991452991452981,1.6877637130801704,-2.48953752930382,5.4809905207568015,1.4957264957264904,0.21097046413502962,-7.071865857008186,8.567592352734676,3.205128205128216,0.0,-1.7094017094017144,-2.9535864978902926,-10.802223966500545,9.092822257098831,3.418803418803429,-4.273504273504269,-5.982905982905984,-7.1729957805907185,-0.8324692408073209,-5.1504367420986625,3.418803418803429,-6.8376068376068355,,,,,,
